AREA_SHORT,LHIN7,LHIN8,AREA_NAME,LONGITUDE,LATITUDE,Point_Coun,AnalysisAr,2018/20_Male_0+,2018/20_Female_0+,2018/20_BothSexes_0+,2018/20_Male_0+_in%,2018/20_Female_0+_in%,2018/20_BothSexes_0+_in%,2018/20_Male_0-4,2018/20_Female_0-4,2018/20_BothSexes_0-4,2018/20_Male_0-4_in%,2018/20_Female_0-4_in%,2018/20_BothSexes_0-4_in%,2018/20_Male_5-19,2018/20_Female_5-19,2018/20_BothSexes_5-19,2018/20_Male_5-19_in%,2018/20_Female_5-19_in%,2018/20_BothSexes_5-19_in%,2018/20_Male_20-44,2018/20_Female_20-44,2018/20_BothSexes_20-44,2018/20_Male_20-44_in%,2018/20_Female_20-44_in%,2018/20_BothSexes_20-44_in%,2018/20_Male_45-64,2018/20_Female_45-64,2018/20_BothSexes_45-64,2018/20_Male_45-64_in%,2018/20_Female_45-64_in%,2018/20_BothSexes_45-64_in%,2018/20_Male_65-74,2018/20_Female_65-74,2018/20_BothSexes_65-74,2018/20_Male_65-74_in%,2018/20_Female_65-74_in%,2018/20_BothSexes_65-74_in%,2018/20_Male_75+,2018/20_Female_75+,2018/20_BothSexes_75+,2018/20_Male_75+_in%,2018/20_Female_75+_in%,2018/20_BothSexes_75+_in%,2015/17_Male_0+,2015/17_Female_0+,2015/17_BothSexes_0+,2015/17_Male_0+_in%,2015/17_Female_0+_in%,2015/17_BothSexes_0+_in%,2015/17_Male_0-4,2015/17_Female_0-4,2015/17_BothSexes_0-4,2015/17_Male_0-4_in%,2015/17_Female_0-4_in%,2015/17_BothSexes_0-4_in%,2015/17_Male_5-19,2015/17_Female_5-19,2015/17_BothSexes_5-19,2015/17_Male_5-19_in%,2015/17_Female_5-19_in%,2015/17_BothSexes_5-19_in%,2015/17_Male_20-44,2015/17_Female_20-44,2015/17_BothSexes_20-44,2015/17_Male_20-44_in%,2015/17_Female_20-44_in%,2015/17_BothSexes_20-44_in%,2015/17_Male_45-64,2015/17_Female_45-64,2015/17_BothSexes_45-64,2015/17_Male_45-64_in%,2015/17_Female_45-64_in%,2015/17_BothSexes_45-64_in%,2015/17_Male_65-74,2015/17_Female_65-74,2015/17_BothSexes_65-74,2015/17_Male_65-74_in%,2015/17_Female_65-74_in%,2015/17_BothSexes_65-74_in%,2015/17_Male_75+,2015/17_Female_75+,2015/17_BothSexes_75+,2015/17_Male_75+_in%,2015/17_Female_75+_in%,2015/17_BothSexes_75+_in%
59,?,?,Danforth East York,-79.33140339000001,43.68946809,1,2.1893882,5644,6027,11671,31.8,31.58,31.69,570,527,1097,48.31,43.410000000000004,45.82,691,737,1428,24.7,27.2,25.93,1727,1746,3473,27.19,26.19,26.68,1309,1369,2678,26.54,25.77,26.14,583,642,1225,40.26,36.9,38.43,764,1006,1770,73.75,69.86,71.48999999999999,5583.0,6247.0,11830.0,31.46,33.1,32.3,622.0,489.0,1111.0,48.14,40.410000000000004,44.4,729.0,760.0,1489.0,28.3,28.660000000000004,28.48,1542.0,1870.0,3412.0,23.21,28.080000000000002,25.65,1302.0,1362.0,2664.0,26.5,25.52,25.99,621.0,673.0,1294.0,46.21,43.31,44.65,767.0,1093.0,1860.0,78.42999999999999,74.86,76.28999999999999
58,?,?,Old East York,-79.33548836999999,43.69678126,0,2.35071018,3062,3117,6179,31.87,31.29,31.57,216,199,415,46.15,44.42,45.31,475,382,857,28.93,26.339999999999996,27.72,843,911,1754,27.09,27.79,27.45,803,721,1524,26.96,24.73,25.86,300,389,689,35.97,39.78,38.02,425,515,940,74.03999999999999,57.74,64.12,3055.0,3266.0,6321.0,31.76,33.010000000000005,32.39,261.0,161.0,422.0,48.510000000000005,35.31,42.45,421.0,332.0,753.0,26.439999999999998,23.990000000000002,25.3,874.0,936.0,1810.0,27.68,29.1,28.4,822.0,943.0,1765.0,27.860000000000003,30.98,29.45,268.0,372.0,640.0,34.36,41.7,38.28,409.0,522.0,931.0,67.94,57.870000000000005,61.9
89,?,?,Runnymede-Bloor West Village,-79.48570912,43.65926833,0,1.59430353,3022,3450,6472,28.68,30.17,29.46,358,242,600,50.14,36.67,43.67,548,565,1113,27.65,26.9,27.27,776,979,1755,21.85,24.8,23.4,750,860,1610,24.54,26.66,25.63,302,315,617,36.92,35.23,36.04,288,489,777,69.57000000000001,80.69,76.17999999999999,3340.0,3479.0,6819.0,32.62,31.060000000000002,31.8,458.0,262.0,720.0,56.129999999999995,35.03,46.04,636.0,515.0,1151.0,36.89,27.05,31.73,846.0,1112.0,1958.0,23.15,27.51,25.44,779.0,794.0,1573.0,26.73,25.4,26.04,266.0,287.0,553.0,36.64,36.980000000000004,36.82,355.0,509.0,864.0,87.44,83.99,85.38
88,?,?,High Park North,-79.46630220999999,43.65756492,1,1.88305895,6882,8486,15368,30.34,33.2,31.86,566,437,1003,50.36,40.39,45.47,738,741,1479,25.03,26.369999999999997,25.69,2043,3011,5054,21.18,26.52,24.07,1832,1802,3634,30.53,28.95,29.73,696,1065,1761,37.62,47.59,43.08,1007,1430,2437,90.39,77.3,82.22,6923.0,8430.0,15353.0,31.77,34.62,33.269999999999996,572.0,530.0,1102.0,50.089999999999996,45.85,47.95,819.0,787.0,1606.0,29.439999999999998,29.5,29.47,2186.0,2996.0,5182.0,22.97,27.830000000000002,25.55,1835.0,1825.0,3660.0,31.78,30.189999999999998,30.96,612.0,826.0,1438.0,38.39,42.06,40.42,899.0,1466.0,2365.0,91.55,83.67999999999999,86.5
87,?,?,High Park-Swansea,-79.4678712,43.64506439,0,5.35988876,7667,9277,16944,32.14,34.04,33.15,611,464,1075,46.36,40.63,43.7,1003,997,2000,26.55,27.93,27.22,2099,3069,5168,23.51,28.67,26.32,2059,2000,4059,31.98,28.08,29.93,843,882,1725,40.92,36.09,38.3,1052,1865,2917,78.86,82.09,80.89,8358.0,9356.0,17714.0,36.9,36.19,36.519999999999996,678.0,496.0,1174.0,52.56,42.83,47.96,1200.0,1060.0,2260.0,33.75,31.380000000000003,32.589999999999996,2624.0,3227.0,5851.0,30.610000000000003,31.389999999999997,31.04,1950.0,2012.0,3962.0,30.860000000000003,29.560000000000002,30.189999999999998,870.0,864.0,1734.0,48.989999999999995,41.54,44.97,1036.0,1697.0,2733.0,90.88,79.0,83.12
86,?,?,Roncesvalles,-79.44299245000001,43.64612299,0,1.5051242,6293,5798,12091,38.46,35.31,36.88,388,326,714,47.9,43.12,45.59,739,580,1319,29.65,27.360000000000003,28.6,1957,2384,4341,29.9,32.59,31.32,1950,1224,3174,41.38,29.45,35.79,670,575,1245,55.56,48.48,52.05,589,709,1298,98.83,80.02,87.58,6757.0,6124.0,12881.0,41.67,37.83,39.75,457.0,349.0,806.0,47.8,40.489999999999995,44.33,827.0,670.0,1497.0,35.989999999999995,31.97,34.07,2171.0,2298.0,4469.0,33.38,31.71,32.5,2167.0,1553.0,3720.0,45.11,38.18,41.93,571.0,521.0,1092.0,53.46,49.62,51.56,564.0,733.0,1297.0,96.58,84.64,89.45
85,?,?,South Parkdale,-79.43933823,43.6366995,1,2.28796405,11080,10921,22001,46.71,46.84,46.77,668,517,1185,67.47,62.589999999999996,65.25,649,650,1299,29.369999999999997,31.68,30.48,3887,4790,8677,33.85,39.91,36.95,3828,2830,6658,58.07000000000001,51.62,55.14,1153,1021,2174,71.79,60.77,66.16,895,1113,2008,?,87.23,94.81,11347.0,10210.0,21557.0,50.47,46.25,48.38,605.0,521.0,1126.0,62.239999999999995,60.86,61.6,685.0,712.0,1397.0,30.660000000000004,30.98,30.830000000000002,4304.0,4263.0,8567.0,41.230000000000004,39.94,40.58,3907.0,2728.0,6635.0,59.129999999999995,50.65,55.32000000000001,1017.0,789.0,1806.0,70.53,51.1,60.48,829.0,1197.0,2026.0,?,90.82000000000001,96.11
84,?,?,Little Portugal,-79.43032271,43.64753593,0,1.21682701,5724,5721,11445,35.63,33.44,34.5,359,266,625,55.57000000000001,40.92,48.23,400,384,784,27.139999999999997,28.53,27.8,2191,2624,4815,24.94,26.85,25.95,1259,1036,2295,35.73,32.09,33.99,917,584,1501,99.24,57.03,77.05,598,827,1425,84.22999999999999,76.01,79.25,5082.0,4906.0,9988.0,37.1,35.22,36.15,349.0,287.0,636.0,55.220000000000006,50.89,53.17999999999999,414.0,332.0,746.0,30.76,26.560000000000002,28.74,1836.0,1946.0,3782.0,26.99,27.619999999999997,27.310000000000002,1085.0,1111.0,2196.0,32.64,36.86,34.65,716.0,489.0,1205.0,83.45,49.9,65.56,682.0,741.0,1423.0,92.66,68.87,78.53
83,?,?,Dufferin Grove,-79.43734074,43.65542828,0,1.38849779,4277,4395,8672,32.54,31.8,32.16,270,254,524,52.529999999999994,45.85,49.06,338,364,702,24.78,27.53,26.14,1585,1793,3378,24.53,25.86,25.22,1023,858,1881,32.39,29.14,30.83,406,381,787,44.62,37.5,40.86,655,745,1400,89.23999999999999,70.82,78.39,4521.0,4459.0,8980.0,36.32,35.13,35.72,379.0,233.0,612.0,67.2,45.87,57.089999999999996,382.0,392.0,774.0,27.919999999999998,30.29,29.080000000000002,1757.0,1694.0,3451.0,29.8,27.5,28.619999999999997,1047.0,934.0,1981.0,34.1,32.339999999999996,33.25,368.0,475.0,843.0,40.89,50.21,45.67,588.0,731.0,1319.0,90.74,81.4,85.32000000000001
81,?,?,Trinity-Bellwoods,-79.41534215,43.65017632,0,1.73030392,5269,5342,10611,30.95,30.01,30.47,339,274,613,42.589999999999996,41.519999999999996,42.1,446,452,898,24.56,27.589999999999996,26,2095,2057,4152,25.88,23.45,24.61,1270,1125,2395,29.48,28.11,28.82,510,502,1012,46.11,38.2,41.82,609,932,1541,67.37,65.91,66.47999999999999,6148.0,5705.0,11853.0,35.12,32.2,33.65,448.0,339.0,787.0,57.14,44.260000000000005,50.769999999999996,392.0,436.0,828.0,22.869999999999997,27.01,24.880000000000003,2275.0,2257.0,4532.0,26.82,26.110000000000003,26.46,1464.0,1219.0,2683.0,33.18,29.54,31.419999999999998,863.0,418.0,1281.0,72.77000000000001,35.85,54.46,706.0,1036.0,1742.0,75.91,73.78999999999999,74.64
47,?,?,Don Valley Village,-79.35364436,43.78329367,1,4.21400665,6567,7782,14349,27.44,28.71,28.12,719,499,1218,58.55,43.769999999999996,51.44,871,839,1710,22.69,22.509999999999998,22.6,1879,2455,4334,22.01,25.53,23.87,1316,1766,3082,20.9,24.6,22.87,629,782,1411,30.18,28.09,28.99,1153,1441,2594,59.13,54.34,56.37,6866.0,8193.0,15059.0,25.3,27.380000000000003,26.389999999999997,780.0,626.0,1406.0,52.35,43.78,48.15,1032.0,900.0,1932.0,22.5,21.169999999999998,21.86,1940.0,2392.0,4332.0,19.619999999999997,21.8,20.77,1452.0,1966.0,3418.0,20.009999999999998,24.65,22.44,625.0,878.0,1503.0,30.7,32.3,31.619999999999997,1037.0,1431.0,2468.0,55.04,55.589999999999996,55.36
46,?,?,Pleasant View,-79.33494843,43.78698176,0,2.96851821,4991,5506,10497,28.69,29.19,28.95,411,350,761,53.8,46.67,50.26,695,590,1285,25.860000000000003,21.919999999999998,23.88,1319,1452,2771,22.36,23.54,22.97,1173,1300,2473,23.74,24.49,24.13,492,756,1248,30.75,36.59,34.04,901,1058,1959,59.83,56.4,57.92,4415.0,4822.0,9237.0,27.1,27.3,27.2,324.0,260.0,584.0,48.07,37.9,42.94,574.0,461.0,1035.0,22.98,18.4,20.68,1184.0,1326.0,2510.0,21.6,23.580000000000002,22.6,1038.0,1201.0,2239.0,21.96,23.16,22.59,471.0,604.0,1075.0,30.23,31.3,30.82,824.0,970.0,1794.0,60.95,56.0,58.17
44,?,?,Flemingdon Park,-79.33264604999999,43.71592976,0,2.47416566,7213,8631,15844,31.49,35.1,33.36,919,678,1597,59.14,48.29,53.99,1067,1034,2101,22.11,22.119999999999997,22.12,2263,3070,5333,27.02,34.16,30.72,1608,2039,3647,29.22,34.51,31.96,606,710,1316,39.2,35.11,36.88,750,1100,1850,68.06,68.92,68.57000000000001,6612.0,7362.0,13974.0,28.26,29.45,28.869999999999997,779.0,689.0,1468.0,50.13,42.43,46.19,991.0,850.0,1841.0,20.31,18.869999999999997,19.619999999999997,2081.0,2436.0,4517.0,24.669999999999998,27.02,25.889999999999997,1404.0,1759.0,3163.0,24.3,28.919999999999998,26.669999999999998,621.0,716.0,1337.0,38.86,35.45,36.95,736.0,912.0,1648.0,63.779999999999994,52.05,56.71
43,?,?,Victoria Village,-79.31487362999999,43.72848895,0,4.75688896,6296,6834,13130,35.85,34.52,35.14,566,425,991,56.370000000000005,45.7,51.24,753,668,1421,24.56,23.259999999999998,23.93,1991,2096,4087,33.61,31.76,32.63,1433,1608,3041,30.03,30.24,30.14,660,718,1378,43.36,37.05,39.83,893,1319,2212,70.2,61.58,64.78999999999999,6158.0,7223.0,13381.0,34.94,36.22,35.62,526.0,520.0,1046.0,54.45,53.720000000000006,54.08,726.0,576.0,1302.0,23.3,19.880000000000003,21.65,1646.0,2177.0,3823.0,27.71,32.260000000000005,30.130000000000003,1642.0,1655.0,3297.0,33.06,31.02,32.0,671.0,858.0,1529.0,48.55,46.78,47.54,947.0,1437.0,2384.0,75.52000000000001,66.65,69.91
42,?,?,Banbury-Don Mills,-79.34971830000001,43.73765843,0,10.04464108,7905,9669,17574,27.49,29.1,28.35,637,551,1188,52.129999999999995,46.62,49.42,995,802,1797,21.990000000000002,19.669999999999998,20.89,1764,2117,3881,20.88,22.27,21.61,1602,2101,3703,19.16,22.34,20.85,912,1074,1986,30.44,27.47,28.76,1995,3024,5019,62.19,58.81,60.11,7308.0,9025.0,16333.0,27.28,29.65,28.54,602.0,440.0,1042.0,52.529999999999994,42.97,48.019999999999996,978.0,778.0,1756.0,22.4,19.9,21.22,1589.0,2029.0,3618.0,20.1,23.14,21.7,1587.0,1887.0,3474.0,20.04,21.669999999999998,20.89,723.0,1026.0,1749.0,27.080000000000002,29.1,28.23,1829.0,2865.0,4694.0,65.84,63.58,64.44
41,?,?,Bridle Path-Sunnybrook-York Mills,-79.37890099000001,43.73101211,0,8.84272651,2280,2172,4452,22.56,20.21,21.35,136,122,258,37.57,34.46,36.03,407,343,750,19.53,18.85,19.21,472,502,974,17.55,15.97,16.7,510,541,1051,17.32,16.17,16.71,260,269,529,24.44,22.84,23.6,495,395,890,51.46,43.6,47.64,2496.0,2698.0,5194.0,23.8,23.130000000000003,23.44,174.0,106.0,280.0,40.28,29.610000000000003,35.44,477.0,442.0,919.0,21.86,22.32,22.080000000000002,508.0,610.0,1118.0,17.94,18.07,18.009999999999998,511.0,627.0,1138.0,16.259999999999998,17.47,16.9,280.0,325.0,605.0,26.869999999999997,26.95,26.910000000000004,546.0,588.0,1134.0,63.64,50.87,56.31
40,?,?,St.Andrew-Windfields,-79.37914593000001,43.75626457,0,7.34835582,5300,4884,10184,29.38,25.24,27.23,319,246,565,50.160000000000004,42.71,46.62,843,715,1558,24.419999999999998,23.27,23.88,1871,1304,3175,34.62,22.48,28.34,1033,1222,2255,19.87,20.26,20.08,535,518,1053,26.7,23.78,25.18,699,879,1578,52.01000000000001,51.83,51.91,5192.0,5134.0,10326.0,26.880000000000003,24.61,25.7,391.0,248.0,639.0,50.0,38.87,45.0,939.0,685.0,1624.0,24.59,19.65,22.23,1288.0,1432.0,2720.0,21.72,21.71,21.71,1296.0,1254.0,2550.0,22.85,19.419999999999998,21.02,504.0,616.0,1120.0,27.24,29.869999999999997,28.630000000000003,774.0,899.0,1673.0,61.14,55.489999999999995,57.970000000000006
39,?,?,Bedford Park-Nortown,-79.42022735,43.73148623,1,5.52050465,5615,6130,11745,22.82,22.28,22.53,511,354,865,36.71,27.830000000000002,32.47,1006,817,1823,18.6,16.35,17.52,1262,1479,2741,17.2,17.33,17.27,1344,1432,2776,20.33,18.65,19.43,578,659,1237,25.62,24.89,25.22,914,1389,2303,56.98,58.21,57.72000000000001,5516.0,6227.0,11743.0,23.75,23.4,23.56,474.0,331.0,805.0,32.03,25.19,28.810000000000002,1142.0,872.0,2014.0,21.43,17.21,19.369999999999997,1164.0,1668.0,2832.0,16.86,19.35,18.240000000000002,1363.0,1457.0,2820.0,21.419999999999998,19.630000000000003,20.45,515.0,612.0,1127.0,28.45,27.689999999999998,28.03,858.0,1287.0,2145.0,64.03,65.26,64.76
38,?,?,Lansing-Westgate,-79.42474772,43.75427115,0,5.34843715,3616,4005,7621,23.63,23.69,23.66,321,299,620,39.53,39.660000000000004,39.59,481,501,982,19.18,19.85,19.52,1138,1330,2468,19.16,19.9,19.55,752,861,1613,18.49,19.51,19.02,393,357,750,34.06,26.33,29.88,531,657,1188,64.44,55.87,59.4,4066.0,4593.0,8659.0,25.05,25.74,25.41,412.0,318.0,730.0,44.11,36.05,40.2,619.0,472.0,1091.0,23.169999999999998,18.11,20.669999999999998,1171.0,1454.0,2625.0,18.490000000000002,20.44,19.52,915.0,1097.0,2012.0,21.28,23.09,22.23,350.0,399.0,749.0,31.310000000000002,30.98,31.130000000000003,599.0,853.0,1452.0,68.38,70.97,69.87
37,?,?,Willowdale West,-79.4275578,43.77121049,0,2.88460363,3841,4471,8312,24.01,25.07,24.57,332,222,554,42.56,31.27,37.18,413,322,735,20.05,17.22,18.7,1138,1509,2647,18.41,22.74,20.65,778,762,1540,18.53,16.49,17.46,400,471,871,26.46,24.51,25.36,780,1185,1965,61.51000000000001,57.14,58.8,4205.0,5105.0,9310.0,28.78,31.589999999999996,30.25,315.0,273.0,588.0,44.739999999999995,42.519999999999996,43.68,442.0,449.0,891.0,22.95,25.660000000000004,24.240000000000002,1121.0,1332.0,2453.0,20.4,23.130000000000003,21.8,1025.0,992.0,2017.0,26.49,22.44,24.330000000000002,452.0,612.0,1064.0,32.33,36.82,34.769999999999996,850.0,1447.0,2297.0,69.78999999999999,74.97,72.97
36,?,?,Newtonbrook West,-79.43142151000001,43.78582994,0,4.6975754,7380,7871,15251,27.5,26.88,27.18,678,458,1136,51.760000000000005,42.33,47.49,679,622,1301,18.240000000000002,18.02,18.13,2347,2518,4865,22.64,22.9,22.77,1663,1896,3559,22.81,22.77,22.79,758,714,1472,32.87,25.81,29.02,1255,1663,2918,68.21000000000001,62.57,64.87,7128.0,7883.0,15011.0,29.51,29.830000000000002,29.68,596.0,445.0,1041.0,52.370000000000005,39.519999999999996,45.980000000000004,732.0,743.0,1475.0,20.52,22.9,21.65,2120.0,2342.0,4462.0,23.41,23.52,23.47,1762.0,2134.0,3896.0,25.65,27.51,26.630000000000003,686.0,680.0,1366.0,35.510000000000005,31.689999999999998,33.5,1232.0,1539.0,2771.0,77.47999999999999,70.08,73.19
35,?,?,Westminster-Branson,-79.45241823000001,43.77881321,1,3.66936286,7666,9889,17555,28.14,31.18,29.78,691,610,1301,48.94,43.95,46.46,808,764,1572,18.490000000000002,18.880000000000003,18.68,2166,2882,5048,22.29,26.34,24.44,1691,2279,3970,23.11,25.68,24.52,903,1082,1985,37.1,34.81,35.82,1407,2272,3679,70.56,67.7,68.77000000000001,9383.0,11599.0,20982.0,36.62,38.63,37.7,844.0,569.0,1413.0,62.989999999999995,46.64,55.2,1044.0,995.0,2039.0,25.18,25.59,25.380000000000003,2521.0,3297.0,5818.0,27.939999999999998,31.65,29.919999999999998,2207.0,2820.0,5027.0,30.82,33.64,32.339999999999996,1039.0,1265.0,2304.0,51.13,45.93,48.14,1728.0,2653.0,4381.0,90.09,78.82000000000001,82.91
34,?,?,Bathurst Manor,-79.45605518000001,43.76481321,0,4.76237155,6408,7425,13833,29.3,30.24,29.8,578,429,1007,43.589999999999996,38.03,41.04,730,624,1354,20.93,19.419999999999998,20.2,1762,2178,3940,22.46,24.95,23.78,1526,1748,3274,25.59,25.18,25.37,650,692,1342,36.15,32.73,34.3,1162,1754,2916,80.14,72.24,75.19,5513.0,6409.0,11922.0,35.43,37.260000000000005,36.39,470.0,364.0,834.0,53.65,45.730000000000004,49.88,759.0,653.0,1412.0,28.68,27.35,28.05,1333.0,1739.0,3072.0,25.18,29.21,27.310000000000002,1432.0,1531.0,2963.0,31.919999999999998,32.230000000000004,32.08,517.0,544.0,1061.0,43.89,39.589999999999996,41.58,1002.0,1578.0,2580.0,92.61,81.42,85.42999999999999
33,?,?,Clanton Park,-79.44637151000001,43.74197531,1,4.16801292,3602,3929,7531,25.88,26.19,26.04,298,221,519,36.17,27.35,31.8,531,484,1015,18.41,19.52,18.92,1112,1297,2409,21.75,22.68,22.24,853,1015,1868,25.06,25.55,25.33,401,370,771,39.47,31.95,35.46,407,542,949,60.21,62.44,61.46,4998.0,4988.0,9986.0,32.910000000000004,28.880000000000003,30.76,409.0,280.0,689.0,40.339999999999996,30.77,35.81,708.0,482.0,1190.0,22.869999999999997,17.619999999999997,20.4,1399.0,1400.0,2799.0,26.830000000000002,22.080000000000002,24.22,1265.0,1297.0,2562.0,32.12,27.77,29.76,454.0,519.0,973.0,43.160000000000004,38.79,40.71,763.0,1010.0,1773.0,87.3,79.15,82.47
32,?,?,Englemount-Lawrence,-79.43740855,43.72034466,0,3.47955537,6642,8261,14903,28.91,29.48,29.22,633,434,1067,36.93,26.02,31.55,835,884,1719,15.459999999999999,15.790000000000001,15.62,1647,2422,4069,20.85,25.49,23.39,1415,1717,3132,28.95,26.94,27.81,848,868,1716,51.15,39.03,44.2,1264,1936,3200,89.39,72.78,78.55,6517.0,8680.0,15197.0,29.1,31.330000000000002,30.330000000000002,632.0,556.0,1188.0,35.589999999999996,30.619999999999997,33.07,918.0,864.0,1782.0,17.29,15.8,16.53,1597.0,2361.0,3958.0,20.85,24.55,22.91,1343.0,1853.0,3196.0,28.0,29.93,29.089999999999996,746.0,764.0,1510.0,51.45,41.75,46.04,1281.0,2282.0,3563.0,91.11,82.15,85.16
31,?,?,Yorkdale-Glen Park,-79.45710807,43.71467153,2,6.04084591,5584,6501,12085,37.38,38.84,38.15,372,315,687,49.21,45.92,47.64,561,514,1075,23.41,23.009999999999998,23.22,1601,1859,3460,31.38,33.64,32.56,1355,1508,2863,33.19,33.93,33.58,503,635,1138,39.98,39.84,39.9,1192,1670,2862,88.56,74.02,79.46000000000001,5574.0,6139.0,11713.0,39.239999999999995,38.03,38.6,393.0,296.0,689.0,57.46,50.510000000000005,54.25,615.0,518.0,1133.0,25.1,22.44,23.81,1551.0,1709.0,3260.0,33.81,34.3,34.06,1005.0,1363.0,2368.0,25.53,30.71,28.28,516.0,513.0,1029.0,44.87,34.62,39.1,1494.0,1740.0,3234.0,?,74.11,86.38
30,?,?,Brookhaven-Amesbury,-79.48558926,43.7013263,0,3.50883721,6351,7204,13555,38.38,39.26,38.84,621,491,1112,57.61,54.42999999999999,56.16,751,750,1501,23.419999999999998,22.880000000000003,23.15,2180,2794,4974,38.22,43.22,40.88,1636,1838,3474,36.23,35.47,35.82,552,539,1091,44.52,41.46,42.95,611,792,1403,76.17999999999999,64.71,69.25,6482.0,8107.0,14589.0,35.92,40.38,38.269999999999996,775.0,613.0,1388.0,68.46000000000001,54.25,61.36,1067.0,970.0,2037.0,28.389999999999997,26.2,27.310000000000002,1858.0,2954.0,4812.0,30.139999999999997,40.93,35.96,1674.0,2167.0,3841.0,33.57,39.489999999999995,36.67,457.0,587.0,1044.0,39.739999999999995,45.36,42.72,651.0,816.0,1467.0,76.22999999999999,65.49,69.86
29,?,?,Maple Leaf,-79.48075802,43.71557394,1,2.5275861,5460,6002,11462,40.12,39.16,39.61,437,377,814,54.760000000000005,52.65,53.76,667,634,1301,25.610000000000003,25.1,25.36,1473,1745,3218,33.01,35.12,34.13,1434,1363,2797,39.22,34.04,36.51,448,520,968,46.76,41.01,43.49,1001,1363,2364,88.42999999999999,73.92,79.44,3971.0,4144.0,8115.0,38.5,37.260000000000005,37.86,388.0,224.0,612.0,64.88,41.64,53.870000000000005,430.0,425.0,855.0,24.1,25.54,24.8,940.0,1140.0,2080.0,28.330000000000002,32.08,30.27,1041.0,1011.0,2052.0,36.2,33.410000000000004,34.769999999999996,339.0,331.0,670.0,43.910000000000004,33.910000000000004,38.33,833.0,1013.0,1846.0,86.22999999999999,74.27000000000001,79.22999999999999
28,?,?,Rustic,-79.49809147000001,43.71160912,0,2.09730059,2667,3095,5762,40.26,41.88,41.12,197,163,360,53.529999999999994,43.35,48.39,313,274,587,26.26,24.16,25.24,761,944,1705,34.53,38.82,36.78,627,742,1369,35.34,38.73,37.1,230,266,496,47.13,46.83,46.97,539,706,1245,90.13,73.24,79.71000000000001,4182.0,5627.0,9809.0,42.8,49.07,46.19,388.0,374.0,762.0,60.629999999999995,55.160000000000004,57.81,653.0,624.0,1277.0,30.23,30.03,30.130000000000003,1045.0,1759.0,2804.0,34.53,49.19,42.47,941.0,1370.0,2311.0,38.38,46.160000000000004,42.64,343.0,437.0,780.0,49.0,49.769999999999996,49.43,812.0,1063.0,1875.0,?,82.4,90.06
27,?,?,York University Heights,-79.48888271,43.76573684,1,13.25225086,9907,10748,20655,32.85,34.5,33.69,1103,782,1885,60.870000000000005,52.06,56.88,1105,997,2102,22.96,22.25,22.62,3642,4420,8062,28.01,33.61,30.82,2202,2402,4604,30.56,31.35,30.97,711,834,1545,41.68,38.68,40.01,1144,1313,2457,70.7,59.57,64.28999999999999,10677.0,11238.0,21915.0,35.489999999999995,36.35,35.93,1309.0,849.0,2158.0,71.45,52.73,62.7,1276.0,1128.0,2404.0,25.76,24.66,25.23,3891.0,4454.0,8345.0,30.47,34.15,32.32,2324.0,2420.0,4744.0,32.14,32.269999999999996,32.21,658.0,902.0,1560.0,37.95,42.87,40.65,1219.0,1485.0,2704.0,77.94,71.33,74.16
25,?,?,Glenfield-Jane Heights,-79.51346264999999,43.74563455,1,5.15300413,10766,13458,24224,34.86,40.31,37.69,1072,838,1910,56.779999999999994,47.18,52.13,1385,1553,2938,21.96,25.689999999999998,23.78,2766,4393,7159,28.45,40.42,34.77,2776,3367,6143,33.34,38.05,35.77,1072,1230,2302,44.48,44.24,44.35,1695,2077,3772,75.94,67.7,71.17,12062.0,14959.0,27021.0,37.44,42.3,39.980000000000004,1482.0,1160.0,2642.0,69.64,54.61,62.14,1722.0,1914.0,3636.0,25.009999999999998,28.49,26.73,2832.0,4837.0,7669.0,28.410000000000004,41.730000000000004,35.57,3054.0,3543.0,6597.0,35.17,38.8,37.03,1356.0,1361.0,2717.0,57.56,48.47,52.61,1616.0,2144.0,3760.0,73.59,71.71000000000001,72.5
57,?,?,Broadview North,-79.35562951,43.68882512,0,1.74662062,3489,4547,8036,30.84,35.83,33.48,322,258,580,56.29,44.480000000000004,50.35,372,366,738,24.35,25.630000000000003,24.97,1046,1635,2681,24.59,33.79,29.49,944,1165,2109,28.47,32.51,30.57,366,430,796,35.95,34.51,35.16,439,693,1132,70.34999999999999,68.34,69.11,3518.0,4347.0,7865.0,30.619999999999997,33.739999999999995,32.269999999999996,304.0,213.0,517.0,48.87,37.37,43.37,363.0,477.0,840.0,24.2,31.51,27.869999999999997,1051.0,1433.0,2484.0,24.16,29.23,26.85,871.0,1063.0,1934.0,26.05,28.889999999999997,27.53,345.0,453.0,798.0,34.160000000000004,38.589999999999996,36.54,584.0,708.0,1292.0,88.22,67.82000000000001,75.72999999999999
