AREA_SHORT,LHIN7,LHIN8,AREA_NAME,LONGITUDE,LATITUDE,Point_Coun,AnalysisAr,2018/20_Male_0+,2018/20_Female_0+,2018/20_BothSexes_0+,2018/20_Male_0+_in%,2018/20_Female_0+_in%,2018/20_BothSexes_0+_in%,2018/20_Male_0-4,2018/20_Female_0-4,2018/20_BothSexes_0-4,2018/20_Male_0-4_in%,2018/20_Female_0-4_in%,2018/20_BothSexes_0-4_in%,2018/20_Male_5-19,2018/20_Female_5-19,2018/20_BothSexes_5-19,2018/20_Male_5-19_in%,2018/20_Female_5-19_in%,2018/20_BothSexes_5-19_in%,2018/20_Male_20-44,2018/20_Female_20-44,2018/20_BothSexes_20-44,2018/20_Male_20-44_in%,2018/20_Female_20-44_in%,2018/20_BothSexes_20-44_in%,2018/20_Male_45-64,2018/20_Female_45-64,2018/20_BothSexes_45-64,2018/20_Male_45-64_in%,2018/20_Female_45-64_in%,2018/20_BothSexes_45-64_in%,2018/20_Male_65-74,2018/20_Female_65-74,2018/20_BothSexes_65-74,2018/20_Male_65-74_in%,2018/20_Female_65-74_in%,2018/20_BothSexes_65-74_in%,2018/20_Male_75+,2018/20_Female_75+,2018/20_BothSexes_75+,2018/20_Male_75+_in%,2018/20_Female_75+_in%,2018/20_BothSexes_75+_in%,2015/17_Male_0+,2015/17_Female_0+,2015/17_BothSexes_0+,2015/17_Male_0+_in%,2015/17_Female_0+_in%,2015/17_BothSexes_0+_in%,2015/17_Male_0-4,2015/17_Female_0-4,2015/17_BothSexes_0-4,2015/17_Male_0-4_in%,2015/17_Female_0-4_in%,2015/17_BothSexes_0-4_in%,2015/17_Male_5-19,2015/17_Female_5-19,2015/17_BothSexes_5-19,2015/17_Male_5-19_in%,2015/17_Female_5-19_in%,2015/17_BothSexes_5-19_in%,2015/17_Male_20-44,2015/17_Female_20-44,2015/17_BothSexes_20-44,2015/17_Male_20-44_in%,2015/17_Female_20-44_in%,2015/17_BothSexes_20-44_in%,2015/17_Male_45-64,2015/17_Female_45-64,2015/17_BothSexes_45-64,2015/17_Male_45-64_in%,2015/17_Female_45-64_in%,2015/17_BothSexes_45-64_in%,2015/17_Male_65-74,2015/17_Female_65-74,2015/17_BothSexes_65-74,2015/17_Male_65-74_in%,2015/17_Female_65-74_in%,2015/17_BothSexes_65-74_in%,2015/17_Male_75+,2015/17_Female_75+,2015/17_BothSexes_75+,2015/17_Male_75+_in%,2015/17_Female_75+_in%,2015/17_BothSexes_75+_in%
8144,0,1,Concord-Vaughan,?,?,1,16.86796695,16620,18495,35115,27.07,28.02,27.56,1000.0,768.0,1768,38.97,31.660000000000004,35.42,2121.0,1972.0,4093,20.81,20.09,20.46,4233,4415,8648,21.81,22.15,21.98,3733,4780,8513,22.02,24.62,23.41,2379,2463,4842,31.56,29.43,30.44,3154,4097,7251,66.67999999999999,67.76,67.28999999999999,16802.0,18981.0,35783.0,28.160000000000004,29.52,28.860000000000003,978.0,784.0,1762.0,38.53,32.42,35.55,2549.0,2197.0,4746.0,23.54,21.46,22.53,4025.0,4621.0,8646.0,21.48,23.240000000000002,22.39,4015.0,5051.0,9066.0,23.16,25.56,24.44,2237.0,2349.0,4586.0,35.839999999999996,35.85,35.839999999999996,2998.0,3979.0,6977.0,75.17999999999999,72.96000000000001,73.89
8145,0,1,Thornhill South,?,?,0,3.50063755,2958,3080,6038,26.47,25.76,26.1,184.0,226.0,410,38.019999999999996,44.839999999999996,41.5,406.0,309.0,715,23.36,19.22,21.37,866,940,1806,22.07,22.55,22.32,736,752,1488,22.66,21.35,21.98,351,324,675,35.38,28.37,31.63,415,529,944,52.53,52.27,52.39,2708.0,2865.0,5573.0,26.939999999999998,26.97,26.96,214.0,136.0,350.0,54.31,36.17,45.45,366.0,314.0,680.0,21.94,21.02,21.509999999999998,694.0,840.0,1534.0,20.98,24.009999999999998,22.54,775.0,736.0,1511.0,24.97,22.830000000000002,23.880000000000003,270.0,340.0,610.0,31.25,30.74,30.96,389.0,499.0,888.0,54.48,54.0,54.21
8146,0,1,Thornhill North,?,?,0,6.1044413,3426,4041,7467,25.53,27.83,26.72,196.0,139.0,335,36.7,29.57,33.37,419.0,385.0,804,19.669999999999998,19.580000000000002,19.63,774,981,1755,20.25,24.29,22.33,809,908,1717,20.97,21.49,21.24,456,552,1008,26.7,26.67,26.68,772,1076,1848,56.35,61.49,59.23,4267.0,4829.0,9096.0,26.55,27.880000000000003,27.24,280.0,227.0,507.0,44.87,39.82,42.46,513.0,444.0,957.0,20.69,20.05,20.39,948.0,1058.0,2006.0,20.18,21.96,21.080000000000002,917.0,1053.0,1970.0,19.869999999999997,20.02,19.95,579.0,701.0,1280.0,28.55,28.5,28.52,1030.0,1346.0,2376.0,63.35,67.42999999999999,65.6
8147,0,1,Markham West,?,?,0,14.6543114,6043,6663,12706,21.65,22.01,21.84,496.0,308.0,804,43.21,29.96,36.95,707.0,661.0,1368,17.490000000000002,18.619999999999997,18.02,1615,1956,3571,17.92,20.62,19.31,1084,1478,2562,14.8,16.46,15.71,966,1080,2046,24.48,23.51,23.96,1175,1180,2355,48.2,44.73,46.39,5452.0,5589.0,11041.0,22.5,21.78,22.130000000000003,464.0,364.0,828.0,46.4,36.92,41.69,709.0,559.0,1268.0,19.57,17.669999999999998,18.69,1461.0,1594.0,3055.0,18.09,18.93,18.52,1150.0,1444.0,2594.0,16.79,17.919999999999998,17.4,762.0,827.0,1589.0,25.28,25.240000000000002,25.259999999999998,906.0,801.0,1707.0,54.25,45.72,49.88
8148,0,1,Milliken West,?,?,0,11.27941983,3679,3988,7667,21.87,22.33,22.11,464.0,365.0,829,51.33,43.14,47.37,426.0,364.0,790,19.65,17.119999999999997,18.4,1021,1266,2287,16.42,20.08,18.26,709,879,1588,16.67,17.73,17.24,493,516,1009,24.67,22.24,23.37,566,598,1164,44.15,45.79,44.98,3661.0,3958.0,7619.0,21.490000000000002,22.03,21.759999999999998,541.0,409.0,950.0,55.660000000000004,47.67,51.910000000000004,466.0,367.0,833.0,21.009999999999998,17.39,19.25,985.0,1198.0,2183.0,15.62,18.61,17.130000000000003,778.0,925.0,1703.0,16.95,17.36,17.169999999999998,460.0,467.0,927.0,25.36,23.259999999999998,24.25,431.0,592.0,1023.0,37.87,48.21,43.239999999999995
8149,0,1,Markham Hagerman,?,?,0,10.65366541,4049,4509,8558,22.48,23.02,22.76,509.0,406.0,915,53.470000000000006,45.31,49.51,567.0,500.0,1067,22.380000000000003,19.830000000000002,21.1,1074,1346,2420,16.75,20.03,18.43,822,890,1712,17.56,16.8,17.16,444,452,896,23.87,21.73,22.74,633,915,1548,40.27,44.25,42.53,3399.0,3745.0,7144.0,23.009999999999998,23.44,23.240000000000002,452.0,325.0,777.0,58.25,38.6,48.019999999999996,487.0,461.0,948.0,20.990000000000002,19.65,20.32,905.0,1099.0,2004.0,17.630000000000003,20.45,19.07,772.0,840.0,1612.0,18.04,18.11,18.080000000000002,281.0,339.0,620.0,21.72,23.16,22.48,502.0,681.0,1183.0,51.86,51.910000000000004,51.89
8150,0,1,Milliken East,?,?,0,3.2119709,5096,5045,10141,23.9,23.47,23.68,640.0,467.0,1107,56.339999999999996,46.79,51.87,715.0,510.0,1225,20.59,16.55,18.69,1371,1481,2852,18.85,19.98,19.42,1122,1263,2385,18.89,19.84,19.38,578,603,1181,25.35,27.02,26.17,670,721,1391,55.01000000000001,51.13,52.92999999999999,4842.0,4776.0,9618.0,21.84,21.23,21.54,691.0,493.0,1184.0,51.03,40.68,46.14,692.0,493.0,1185.0,18.98,15.48,17.35,1319.0,1510.0,2829.0,16.93,18.61,17.79,1178.0,1313.0,2491.0,18.45,19.69,19.09,514.0,483.0,997.0,25.669999999999998,24.77,25.23,448.0,484.0,932.0,45.25,35.480000000000004,39.589999999999996
8151,0,1,Markham East,?,?,0,9.01962375,10440,10790,21230,28.29,28.61,28.45,1187.0,950.0,2137,57.620000000000005,47.83,52.82,1670.0,1491.0,3161,23.630000000000003,22.1,22.88,3088,3656,6744,23.97,26.8,25.42,2472,2702,5174,25,27.13,26.07,1088,976,2064,33.23,29.99,31.62,935,1015,1950,53.98,47.92,50.65,9776.0,10059.0,19835.0,27.24,27.52,27.380000000000003,1254.0,894.0,2148.0,57.160000000000004,45.2,51.489999999999995,1643.0,1357.0,3000.0,23.05,20.06,21.6,2909.0,3369.0,6278.0,23.48,25.53,24.54,2413.0,2615.0,5028.0,24.45,26.27,25.36,841.0,912.0,1753.0,29.889999999999997,33.14,31.49,716.0,912.0,1628.0,47.93,47.8,47.85
8152,0,1,Markham Central East,?,?,0,8.16314771,3425,3724,7149,25.57,26.9,26.24,286.0,197.0,483,48.81,41.39,45.48,581.0,524.0,1105,21.6,20.03,20.83,865,1076,1941,22.18,26.41,24.34,914,1064,1978,22.26,24.5,23.41,332,357,689,26.56,26.52,26.54,447,506,953,51.74,51.11,51.4,3577.0,3966.0,7543.0,26.169999999999998,27.78,26.99,338.0,296.0,634.0,53.14,51.03,52.14,678.0,612.0,1290.0,23.669999999999998,22.27,22.990000000000002,844.0,1110.0,1954.0,21.52,25.97,23.84,933.0,1008.0,1941.0,21.990000000000002,22.39,22.2,347.0,429.0,776.0,28.119999999999997,33.2,30.72,437.0,511.0,948.0,56.75,57.94,57.379999999999995
8153,0,1,Cornell,?,?,0,26.0882922,8120,9094,17214,28.53,29.77,29.17,1296.0,1130.0,2426,63.220000000000006,55.5,59.37,1658.0,1472.0,3130,24.990000000000002,22.31,23.65,2238,3209,5447,23.39,29.19,26.49,1780,1927,3707,24.39,25.97,25.19,586,561,1147,30.55,26.17,28.24,562,795,1357,56.65,58.71,57.84,6087.0,6493.0,12580.0,29.589999999999996,29.21,29.389999999999997,976.0,771.0,1747.0,61.15,50.72,56.07000000000001,1146.0,1033.0,2179.0,23.48,21.28,22.39,1743.0,2199.0,3942.0,24.240000000000002,26.839999999999996,25.619999999999997,1356.0,1399.0,2755.0,26.75,26.54,26.639999999999997,433.0,437.0,870.0,37.14,32.56,34.69,433.0,654.0,1087.0,64.42999999999999,62.64,63.339999999999996
8154,0,1,Markham Village,?,?,1,8.46210995,7472,7614,15086,28.62,28.05,28.33,551.0,433.0,984,53.7,42.04,47.86,1121.0,992.0,2113,24.509999999999998,24.45,24.48,2011,1919,3930,25.61,24.16,24.88,1705,1906,3611,22.73,23.26,23.01,973,980,1953,30.27,28.5,29.36,1111,1384,2495,57.15,55.81,56.4,7368.0,7683.0,15051.0,28.130000000000003,28.389999999999997,28.27,516.0,452.0,968.0,46.57,42.88,44.769999999999996,1178.0,954.0,2132.0,26.560000000000002,23.85,25.27,1995.0,2064.0,4059.0,24.419999999999998,25.490000000000002,24.95,1748.0,1901.0,3649.0,22.35,21.91,22.119999999999997,1001.0,972.0,1973.0,32.61,31.68,32.14,930.0,1340.0,2270.0,58.64,61.92,60.529999999999994
8155,0,1,Unionville,?,?,0,6.74662529,4197,4744,8941,22.63,23.71,23.19,342.0,239.0,581,51.510000000000005,38.8,45.39,701.0,620.0,1321,20.369999999999997,19.880000000000003,20.14,815,1053,1868,16.01,18.58,17.36,922,1071,1993,16.3,16.92,16.62,587,579,1166,27.69,25.17,26.38,830,1182,2012,52.73,59.76,56.64,4156.0,4710.0,8866.0,22.14,23.39,22.78,268.0,280.0,548.0,37.85,43.61,40.589999999999996,746.0,654.0,1400.0,21.05,19.64,20.369999999999997,899.0,1031.0,1930.0,16.81,17.869999999999997,17.36,953.0,1090.0,2043.0,16.509999999999998,17.07,16.8,497.0,567.0,1064.0,26.080000000000002,27.82,26.98,793.0,1088.0,1881.0,53.08,55.17,54.27
8156,0,1,Buttonville,?,?,0,8.04366192,3624,3909,7533,18.35,18.68,18.52,279.0,292.0,571,46.35,51.05,48.64,577.0,527.0,1104,16.880000000000003,16.52,16.71,830,946,1776,14.17,15.82,15.01,811,948,1759,13.97,14.02,14,539,466,1005,20.79,18.23,19.52,588,730,1318,39.95,39.04,39.44,3446.0,3640.0,7086.0,17.3,17.28,17.29,357.0,217.0,574.0,52.5,35.230000000000004,44.29,516.0,507.0,1023.0,14.36,15.13,14.73,867.0,1020.0,1887.0,14.27,16.27,15.290000000000001,779.0,910.0,1689.0,12.6,12.74,12.68,444.0,418.0,862.0,20.73,19.89,20.31,483.0,568.0,1051.0,38.89,35.9,37.22
8157,0,1,Richmond Hill Doncrest,?,?,0,12.08880535,4727,5244,9971,19.36,20.29,19.84,351.0,246.0,597,40.25,32.63,36.72,631.0,635.0,1266,16.669999999999998,18.05,17.33,1208,1462,2670,15.79,18.36,17.1,1053,1403,2456,15.23,17.43,16.41,711,690,1401,22.19,20.76,21.46,773,808,1581,38.84,36.1,37.39,4375.0,4760.0,9135.0,18.1,18.5,18.3,297.0,269.0,566.0,34.94,31.65,33.29,668.0,554.0,1222.0,16.630000000000003,14.959999999999999,15.830000000000002,1119.0,1339.0,2458.0,14.680000000000001,16.34,15.540000000000001,1070.0,1324.0,2394.0,14.819999999999999,16.14,15.52,578.0,645.0,1223.0,21.05,22.07,21.580000000000002,643.0,629.0,1272.0,37.47,33.78,35.55
8158,0,1,Richmond Hill B,?,?,0,3.82499362,3824,4377,8201,23.67,24.39,24.05,358.0,300.0,658,44.97,44.38,44.7,514.0,479.0,993,18.97,18.77,18.87,1187,1529,2716,20.95,23.91,22.52,1066,1231,2297,22.48,22.2,22.33,388,415,803,27.75,24.56,26,311,423,734,36.94,38.95,38.07,3461.0,4034.0,7495.0,23.369999999999997,24.380000000000003,23.9,320.0,274.0,594.0,45.33,40.06,42.730000000000004,556.0,472.0,1028.0,20.46,19.46,19.98,985.0,1353.0,2338.0,19.130000000000003,21.93,20.66,921.0,1167.0,2088.0,21.07,23.369999999999997,22.29,334.0,346.0,680.0,29.869999999999997,24.96,27.160000000000004,345.0,422.0,767.0,46.0,47.519999999999996,46.83
8159,0,1,Richmond Hill C,?,?,0,3.74423608,4995,6366,11361,32,36.82,34.54,314.0,293.0,607,46.18,45.36,45.78,616.0,541.0,1157,26.35,24.48,25.44,1399,1800,3199,27.25,34.47,30.89,1225,1649,2874,27.9,31.55,29.89,632,772,1404,37.31,36.83,37.04,809,1311,2120,58.97000000000001,69.44,65.03,4884.0,5793.0,10677.0,31.57,34.0,32.85,334.0,270.0,604.0,49.12,39.589999999999996,44.35,622.0,536.0,1158.0,25.85,23.990000000000002,24.96,1428.0,1553.0,2981.0,27.76,29.060000000000002,28.419999999999998,1260.0,1505.0,2765.0,27.98,29.089999999999996,28.57,522.0,729.0,1251.0,33.21,38.33,36.010000000000005,718.0,1200.0,1918.0,61.67999999999999,70.59,66.97
8160,0,1,Richmond Hill Richvale,?,?,0,8.74208739,7402,7588,14990,31.34,30.24,30.77,407.0,324.0,731,46.25,38.21,42.3,873.0,815.0,1688,25.16,24.95,25.06,1781,2045,3826,23.88,26.74,25.33,2105,1933,4038,29.98,24.82,27.27,943,944,1887,33.3,29.33,31.19,1293,1527,2820,66.03999999999999,65.71,65.86,6999.0,7597.0,14596.0,30.1,31.29,30.7,430.0,319.0,749.0,49.2,39.78,44.69,945.0,864.0,1809.0,26.35,25.55,25.96,1752.0,1986.0,3738.0,24.22,27.389999999999997,25.8,1737.0,2033.0,3770.0,23.65,25.59,24.65,911.0,873.0,1784.0,36.85,31.75,34.160000000000004,1224.0,1522.0,2746.0,70.17999999999999,70.78999999999999,70.52000000000001
8161,0,1,Around Maple,?,?,0,53.20496618,17401,19828,37229,27.11,29.46,28.31,1902.0,1403.0,3305,48.25,37.269999999999996,42.89,4265.0,4040.0,8305,26.27,26.24,26.26,4470,6270,10740,22.23,27.11,24.84,4318,5004,9322,23.84,27.64,25.74,1144,1359,2503,30.97,32.92,32,1302,1752,3054,62.72000000000001,62.89,62.81,14989.0,16250.0,31239.0,27.4,28.32,27.869999999999997,2014.0,1516.0,3530.0,46.260000000000005,37.03,41.79,3669.0,3276.0,6945.0,26.9,25.25,26.1,3955.0,5652.0,9607.0,21.740000000000002,26.439999999999998,24.28,3622.0,3740.0,7362.0,25.28,26.389999999999997,25.830000000000002,926.0,925.0,1851.0,33.17,30.9,31.99,803.0,1141.0,1944.0,57.77,64.83,61.71
8162,0,1,Maple,?,?,1,10.81770055,13010,14541,27551,37.5,40.03,38.79,1147.0,871.0,2018,74.0,59.33,66.87,2346.0,2234.0,4580,35.83,35.93,35.88,3497,4114,7611,30.85,34.75,32.84,3534,4049,7583,33.02,35.52,34.31,1090,1377,2467,42.51,46.3,44.55,1396,1896,3292,70.01000000000001,78.09,74.45,13274.0,14271.0,27545.0,38.67,40.22,39.46,1093.0,821.0,1914.0,70.42999999999999,56.08,63.46,2432.0,2159.0,4591.0,34.56,32.87,33.739999999999995,3653.0,4230.0,7883.0,32.42,36.480000000000004,34.480000000000004,3547.0,3967.0,7514.0,34.38,36.85,35.65,968.0,1167.0,2135.0,42.339999999999996,45.980000000000004,44.260000000000005,1581.0,1927.0,3508.0,84.91,75.45,79.44
8163,0,1,Maple Teston,?,?,0,4.15483246,7293,7192,14485,35.33,34.09,34.71,698.0,499.0,1197,61.660000000000004,47.980000000000004,55.11,1399.0,1176.0,2575,28.9,26.3,27.65,2139,2444,4583,31.87,33.29,32.61,2102,2095,4197,34.12,33.61,33.86,508,468,976,46.69,41.49,44.04,447,510,957,63.14,57.95,60.26000000000001,6694.0,7077.0,13771.0,32.83,33.78,33.31,769.0,584.0,1353.0,63.029999999999994,52.05,57.77,1553.0,1252.0,2805.0,30.330000000000002,25.41,27.919999999999998,1834.0,2462.0,4296.0,27.53,33.58,30.7,1820.0,1872.0,3692.0,31.119999999999997,32.230000000000004,31.669999999999998,307.0,374.0,681.0,33.96,36.67,35.4,411.0,533.0,944.0,64.83,71.83,68.6
8164,0,1,Woodbridge North,?,?,1,21.25961746,15405,16228,31633,28.63,28.99,28.81,1380.0,887.0,2267,55.07000000000001,37.81,46.72,3108.0,2791.0,5899,24.619999999999997,22.84,23.74,3890,4795,8685,23.92,26.91,25.48,4085,4699,8784,25,28.11,26.57,1202,1294,2496,34.84,32.89,33.8,1740,1762,3502,66.56,59.77,62.96,13765.0,14378.0,28143.0,28.060000000000002,28.339999999999996,28.21,1353.0,1057.0,2410.0,52.92999999999999,42.660000000000004,47.87,2931.0,2612.0,5543.0,23.97,22.07,23.03,3645.0,4478.0,8123.0,23.46,26.48,25.03,3448.0,3711.0,7159.0,25.06,26.560000000000002,25.810000000000002,1045.0,1141.0,2186.0,36.03,34.28,35.1,1343.0,1379.0,2722.0,65.07000000000001,62.739999999999995,63.870000000000005
8165,0,1,Kleinburg,?,?,1,77.33588663,8073,8945,17018,30.1,32.36,31.25,1136.0,934.0,2070,51.92,41.47,46.62,1803.0,1549.0,3352,27.889999999999997,25.57,26.77,2282,3157,5439,24.79,30.38,27.75,1710,1874,3584,25.17,29.11,27.09,429,567,996,32.06,41.51,36.83,713,864,1577,85.7,76.19,80.21000000000001,3813.0,4497.0,8310.0,29.04,32.46,30.79,429.0,473.0,902.0,45.64,49.89,47.78,836.0,713.0,1549.0,26.54,22.169999999999998,24.330000000000002,1025.0,1463.0,2488.0,23.880000000000003,31.07,27.639999999999997,817.0,896.0,1713.0,23.740000000000002,26.43,25.07,228.0,299.0,527.0,31.839999999999996,38.63,35.37,478.0,653.0,1131.0,81.02000000000001,79.63,80.21000000000001
8166,0,1,Richmond Hill North West,?,?,0,8.8580547,7771,8454,16225,26.76,27.65,27.22,507.0,458.0,965,48.47,42.410000000000004,45.39,1410.0,1269.0,2679,24.14,22.990000000000002,23.58,2107,2505,4612,24.21,26.63,25.46,2200,2530,4730,22.96,24.76,23.89,772,745,1517,32.41,29.66,31,775,947,1722,52.29,51.41,51.81,7237.0,7533.0,14770.0,26.98,27.05,27.02,446.0,452.0,898.0,45.33,45.56,45.45,1381.0,1073.0,2454.0,24.009999999999998,20.7,22.44,1903.0,2108.0,4011.0,24.02,24.35,24.19,2107.0,2210.0,4317.0,23.59,23.82,23.71,664.0,732.0,1396.0,33.57,33.67,33.62,736.0,958.0,1694.0,58.879999999999995,61.17,60.160000000000004
8167,0,1,Richmond Hill North East,?,?,0,5.51770668,5761,6689,12450,30.74,33.69,32.26,386.0,346.0,732,52.879999999999995,50.730000000000004,51.84,761.0,605.0,1366,23.06,20.69,21.95,1708,1862,3570,28.75,30.79,29.78,1290,1592,2882,23.34,26.3,24.88,588,661,1249,33.33,35.12,34.26,1028,1623,2651,69.55,71.69,70.84,4873.0,5410.0,10283.0,27.880000000000003,30.25,29.080000000000002,342.0,260.0,602.0,49.57,46.260000000000005,48.08,814.0,637.0,1451.0,23.84,21.68,22.84,1351.0,1595.0,2946.0,24.1,27.46,25.810000000000002,1363.0,1410.0,2773.0,24.5,24.23,24.36,397.0,472.0,869.0,30.49,35.54,33.04,606.0,1036.0,1642.0,67.17999999999999,72.55,70.47
8168,0,1,Richmond Hill East,?,?,0,7.84726523,5510,6370,11880,21.71,23.88,22.82,373.0,406.0,779,39.1,41.089999999999996,40.11,1023.0,878.0,1901,19.19,18.48,18.86,1466,1845,3311,19.33,22.37,20.91,1535,1677,3212,18.7,19.59,19.15,478,547,1025,26.15,24.57,25.28,635,1017,1652,43.02,53.53,48.93,5249.0,6033.0,11282.0,21.04,23.04,22.06,402.0,386.0,788.0,37.64,37.480000000000004,37.56,994.0,816.0,1810.0,17.77,16.73,17.28,1345.0,1793.0,3138.0,17.94,21.009999999999998,19.57,1468.0,1540.0,3008.0,18.72,19.18,18.95,436.0,595.0,1031.0,26.98,29.310000000000002,28.28,604.0,903.0,1507.0,45.28,53.5,49.87
8169,0,1,Markham Cathedral,?,?,0,29.48787213,5557,5773,11330,18.71,18.31,18.5,740.0,490.0,1230,45.57,34.08,40.17,1158.0,984.0,2142,19.43,17.39,18.43,1335,1700,3035,14.35,16.54,15.5,1258,1529,2787,14.74,16.02,15.42,549,531,1080,19.64,18.32,18.97,517,539,1056,34.93,31.37,33.02,4549.0,5001.0,9550.0,18.330000000000002,19.04,18.69,639.0,532.0,1171.0,40.96,37.78,39.45,938.0,769.0,1707.0,19.28,16.31,17.81,1087.0,1490.0,2577.0,13.76,17.09,15.51,1058.0,1322.0,2380.0,14.4,16.46,15.469999999999999,439.0,401.0,840.0,22.22,19.56,20.86,388.0,487.0,875.0,33.11,36.29,34.81
8170,0,1,Markham 16th,?,?,0,68.05486855,15074,16507,31581,22.22,22.78,22.51,2146.0,1686.0,3832,53.92,44.04,49.08,3254.0,2573.0,5827,21.09,17.94,19.57,3811,5304,9115,17.66,21.57,19.74,3274,3818,7092,17.48,19.3,18.42,1197,1308,2505,24.92,22.54,23.62,1392,1818,3210,41.9,44.19,43.17,11089.0,11806.0,22895.0,21.82,21.94,21.880000000000003,1638.0,1202.0,2840.0,55.71,43.58,49.839999999999996,2352.0,1932.0,4284.0,19.580000000000002,17.46,18.56,2641.0,3550.0,6191.0,16.490000000000002,19.59,18.130000000000003,2413.0,2630.0,5043.0,17.22,18.119999999999997,17.68,752.0,975.0,1727.0,22.31,23.28,22.85,1293.0,1517.0,2810.0,52.35,48.04,49.93
8172,0,1,Ballantrae-Stouffville,?,?,0,202.11048685,9236,9313,18549,32.19,31.48,31.83,900.0,647.0,1547,57.54,47.57,52.91,1349.0,1278.0,2627,27.72,25.65,26.68,2183,2694,4877,24.68,29.57,27.16,2192,2024,4216,27.18,24.69,25.93,1114,1123,2237,36.15,33.07,34.53,1498,1547,3045,65.88,61.1,63.36,5495.0,5607.0,11102.0,32.43,31.369999999999997,31.880000000000003,485.0,358.0,843.0,56.529999999999994,40.410000000000004,48.339999999999996,793.0,733.0,1526.0,26.07,24.259999999999998,25.16,1291.0,1493.0,2784.0,25.11,28.8,26.96,1318.0,1257.0,2575.0,28.65,25.330000000000002,26.93,703.0,681.0,1384.0,36.42,31.1,33.589999999999996,905.0,1085.0,1990.0,65.87,66.56,66.25
8173,0,1,The Hill,?,?,0,41.96843793,8447,9173,17620,22.39,23.39,22.9,966.0,827.0,1793,44.760000000000005,38.36,41.56,1653.0,1442.0,3095,18.71,17.46,18.1,2323,3222,5545,20.38,24.14,22.41,2346,2405,4751,20.23,21.14,20.68,609,690,1299,27.14,27.38,27.27,550,587,1137,36.57,37.58,37.08,6851.0,7316.0,14167.0,23.29,24.15,23.72,800.0,633.0,1433.0,42.92,38.04,40.62,1366.0,1275.0,2641.0,19.48,19.169999999999998,19.330000000000002,1939.0,2542.0,4481.0,20.43,23.080000000000002,21.86,1919.0,1797.0,3716.0,22.29,21.9,22.1,385.0,467.0,852.0,25.98,28.23,27.169999999999998,442.0,602.0,1044.0,45.85,54.23,50.339999999999996
8178,0,1,King City,?,?,1,48.96052933,2677,2443,5120,29.24,26.64,27.94,244.0,176.0,420,53.739999999999995,38.769999999999996,46.26,508.0,370.0,878,26.160000000000004,22.21,24.33,700,730,1430,25.34,25.74,25.54,645,643,1288,24.03,23.16,23.59,231,193,424,31.64,23.71,27.46,349,331,680,59.97000000000001,53.04,56.38,1489.0,1369.0,2858.0,29.389999999999997,27.25,28.330000000000002,66.0,69.0,135.0,35.480000000000004,40.12,37.71,292.0,211.0,503.0,25.7,21.18,23.59,346.0,399.0,745.0,25.0,27.71,26.380000000000003,361.0,320.0,681.0,22.79,19.880000000000003,21.32,195.0,175.0,370.0,40.97,37.72,39.36,229.0,195.0,424.0,76.33,57.02,66.03999999999999
8179,0,1,Nobleton,?,?,0,119.48199242,3169,2836,6005,30.2,28.14,29.19,306.0,200.0,506,51.339999999999996,38.019999999999996,45.1,612.0,456.0,1068,27.57,22.619999999999997,25.21,861,880,1741,26.89,27.92,27.4,808,753,1561,25.25,24.31,24.79,292,249,541,39.35,34.11,36.75,290,298,588,54.31,53.6,53.94,1352.0,1291.0,2643.0,30.53,30.02,30.28,72.0,53.0,125.0,43.37,37.86,40.85,233.0,179.0,412.0,25.05,23.19,24.21,353.0,382.0,735.0,29.03,28.380000000000003,28.689999999999998,361.0,390.0,751.0,24.36,27.82,26.04,119.0,140.0,259.0,32.339999999999996,38.89,35.58,214.0,147.0,361.0,80.45,52.5,66.12
8180,0,1,Schomberg,?,?,0,108.23925654,2339,2249,4588,34.11,34.83,34.45,130.0,134.0,264,47.1,49.260000000000005,48.18,333.0,271.0,604,30.78,24.330000000000002,27.5,577,631,1208,27.79,33.92,30.69,647,626,1273,28.48,29.53,28.98,296,198,494,42.29,31.53,37.2,356,389,745,78.76000000000001,83.84,81.33,2474.0,2518.0,4992.0,34.660000000000004,36.43,35.53,206.0,166.0,372.0,71.53,53.21,62.0,360.0,330.0,690.0,30.05,26.48,28.23,736.0,658.0,1394.0,32.71,32.25,32.489999999999995,545.0,690.0,1235.0,23.65,31.310000000000002,27.4,342.0,300.0,642.0,49.28,47.769999999999996,48.56,285.0,374.0,659.0,70.53999999999999,77.59,74.38
6,1,1,Kingsview Village-The Westway,?,?,0,5.07007601,8625,10188,18813,34.51,39.45,37.02,869,754,1623,57.629999999999995,48.9,53.21,1159,1029,2188,23.869999999999997,22.23,23.07,2713,3611,6324,30.94,40.44,35.73,2058,2565,4623,32.28,40.61,36.42,742,838,1580,38.01,38.8,38.42,1084,1391,2475,70.66,61.88,65.44,8761.0,9782.0,18543.0,35.55,37.85,36.730000000000004,876.0,700.0,1576.0,55.510000000000005,46.42,51.07,1224.0,1060.0,2284.0,23.59,21.84,22.740000000000002,2495.0,3341.0,5836.0,30.68,38.160000000000004,34.56,2257.0,2433.0,4690.0,34.739999999999995,38.1,36.410000000000004,715.0,794.0,1509.0,41.67,38.730000000000004,40.07,1194.0,1454.0,2648.0,77.72999999999999,63.489999999999995,69.21000000000001
